cliid,gender,birth_date,marz_id,phone,mobile_operator,email
543763,Male,1999-09-09,1,37455353434,Ucom,hbm472@inbox.ru
543809,Male,1989-03-10,0,37455526008,Ucom,szg740@mail.ru
543844,Male,1976-07-17,1,37499726656,Beeline,euw956@gmail.com
543997,Male,1998-02-27,1,37499991561,Beeline,hmv359@mail.ru
544021,Male,1991-12-28,0,37477041715,VivacellMTS,wxe300@gmail.com
544029,Male,1993-04-29,1,37455004455,Ucom,yng222@gmail.com
544079,Female,1982-07-09,11,37455201185,Ucom,uxj577@gmail.com
544187,Male,1979-08-11,7,37477510199,VivacellMTS,yrn949@gmail.com
544188,Male,1999-12-23,1,37477244378,VivacellMTS,ern644@inbox.ru
544292,Male,1990-04-03,11,37477857989,VivacellMTS,pav171@mail.ru
544607,Male,1987-03-13,0,37477451371,VivacellMTS,gfk310@gmail.com
544774,Male,1993-01-16,10,37477571917,VivacellMTS,bya228@gmail.com
544820,Male,1987-11-19,1,37499098326,Beeline,rkg702@mail.ru
544886,Male,1990-10-11,8,37477910827,VivacellMTS,mma167@icloud.com
544895,Male,1993-01-22,1,37499505925,Beeline,hfs410@gmail.com
544933,Male,1992-08-06,1,37477710251,VivacellMTS,ijz993@gmail.com
545091,Male,1990-02-27,1,37477778255,VivacellMTS,cxf733@gmail.com
545110,Female,1960-02-03,1,37499477011,Beeline,bxc519@gmail.com
545170,Male,1978-02-07,1,37477795995,VivacellMTS,pah355@mail.ru
545253,Male,1991-01-07,1,37499100667,Beeline,tjh392@mail.ru
545300,Female,1987-05-09,10,37477197113,VivacellMTS,lav403@mail.ru
545514,Male,1987-09-04,1,37477463278,VivacellMTS,chp991@gmail.com
545540,Male,1991-11-26,6,37477273430,VivacellMTS,xdr723@bk.ru
545713,Female,1976-01-05,1,37499182125,Beeline,pkg357@mail.ru
545746,Female,1988-02-18,1,37455068657,Ucom,dii913@gmail.com
545758,Male,1982-10-10,6,37477576840,VivacellMTS,qua509@mail.ru
545897,Female,1990-03-14,1,37499872600,Beeline,odt755@gmail.com
545931,Male,1995-03-23,1,37455640891,Ucom,ito173@gmail.com
545942,Female,1990-03-29,1,37477558657,VivacellMTS,pyz755@gmail.com
545990,Male,1993-11-25,7,37477605061,VivacellMTS,xaj798@gmail.com
546000,Male,1992-08-14,1,37477199623,VivacellMTS,mnj762@gmail.com
546103,Female,1978-03-31,7,37477494601,VivacellMTS,irj869@mail.ru
546196,Male,1977-01-10,1,37455412294,Ucom,odr937@gmail.com
546296,Male,1974-01-10,1,37499315596,Beeline,rpf173@bk.ru
546329,Male,1977-02-05,7,37455561301,Ucom,nno694@yandex.ru
546378,Male,1989-07-10,1,37499738152,Beeline,efe205@yahoo.com
546468,Male,1996-03-16,1,37455401996,Ucom,eyp479@gmail.com
546518,Male,1998-07-07,11,37499748513,Beeline,ndo253@gmail.com
546567,Male,1996-04-06,1,37477977517,VivacellMTS,ujs123@list.ru
546583,Male,1994-11-13,1,37477933454,VivacellMTS,pgt389@gmail.com
546608,Male,1996-12-26,1,37477254834,VivacellMTS,ktn128@gmail.com
546617,Male,1997-02-27,0,37477821167,VivacellMTS,ezv437@mail.ru
546690,Male,1989-10-03,10,37499536051,Beeline,zlf595@mail.ru
546791,Male,1993-06-11,8,37477654533,VivacellMTS,iyt415@mail.ru
546832,Female,1995-10-29,1,37455523046,Ucom,kko844@gmail.com
546892,Male,1989-03-26,1,37499175119,Beeline,gbf805@mail.ru
546973,Male,1981-09-25,1,37477316722,VivacellMTS,pyk516@gmail.com
547096,Male,1996-05-06,6,37455997009,Ucom,dze980@mail.ru
547106,Male,1996-03-12,9,37477610967,VivacellMTS,vjs367@gmail.com
547112,Male,1993-01-22,1,37477428106,VivacellMTS,cmc369@gmail.com
547198,Male,1996-10-29,4,37455008626,Ucom,lmj525@mail.ru
547216,Male,1995-11-04,1,37477768745,VivacellMTS,zdb620@gmail.com
547282,Female,1964-08-21,1,37455340052,Ucom,yhm147@mail.ru
547331,Male,1994-07-19,1,37477814593,VivacellMTS,zuj434@inbox.ru
547354,Male,1994-08-27,1,37477835973,VivacellMTS,gmp963@gmail.com
547378,Male,1991-09-13,0,37477516702,VivacellMTS,jwr120@gmail.com
547515,Female,1979-09-15,1,37455688588,Ucom,ofc135@mail.ru
547647,Male,1991-10-28,9,37477525285,VivacellMTS,feh741@gmail.com
547754,Male,1991-12-03,1,37499447971,Beeline,pjm964@mail.ru
547842,Male,1977-01-27,1,37499591447,Beeline,dfe957@mail.ru
547871,Female,1993-09-09,1,37455484414,Ucom,wqb176@gmail.com
547939,Female,1994-07-09,1,37477149624,VivacellMTS,czj720@gmail.com
548026,Male,1994-03-02,1,37477847977,VivacellMTS,pwl120@gmail.com
548101,Male,1986-12-19,11,37477932121,VivacellMTS,axz829@bk.ru
548118,Female,1974-04-03,1,37499243539,Beeline,clj382@mail.ru
548188,Female,1968-06-14,1,37477088187,VivacellMTS,mkg262@internet.ru
548206,Male,1996-03-10,1,37477053668,VivacellMTS,duo260@mail.ru
548214,Male,1984-09-16,1,37499678955,Beeline,zjw298@yahoo.com
548216,Female,1986-11-14,1,37477686370,VivacellMTS,fcx400@mail.ru
548228,Male,1989-09-07,1,37477539960,VivacellMTS,ost196@mail.ru
548465,Male,1995-11-02,7,37477425712,VivacellMTS,jbc223@gmail.com
548466,Male,1989-07-02,1,37499893478,Beeline,sob645@gmail.com
548467,Male,1996-05-23,1,37499260046,Beeline,vxy391@mail.ru
548483,Male,1991-09-10,1,37499982670,Beeline,wqu926@mail.ru
548638,Male,1992-05-03,1,37477349224,VivacellMTS,ked640@gmail.com
548678,Male,1991-05-08,1,37477196293,VivacellMTS,tac214@bk.ru
548683,Female,1985-03-30,1,37477022476,VivacellMTS,awp623@mail.ru
548766,Male,1990-10-13,2,37499292225,Beeline,ikg231@mail.ru
548843,Male,1974-08-09,1,37477084593,VivacellMTS,lzq805@gmail.com
548856,Male,1983-02-18,3,37477363875,VivacellMTS,wis246@gmail.com
549164,Female,1992-08-29,1,37477371972,VivacellMTS,dee751@rau.am
549275,Male,1989-11-15,1,37455346696,Ucom,vch345@gmail.com
549362,Male,1991-06-26,1,37477511446,VivacellMTS,zjf648@mikmetal.am
549671,Female,1989-03-16,10,37455822773,Ucom,lku959@gmail.com
549694,Male,1987-06-10,1,37455803939,Ucom,iqj620@gmail.com
549776,Male,1974-07-14,1,37477718609,VivacellMTS,ric920@gmail.com
549793,Female,1985-07-31,1,37477102024,VivacellMTS,iby613@mail.ru
549833,Male,1991-11-23,0,37477404755,VivacellMTS,btr910@gmail.com
550088,Male,1989-11-23,1,37499271630,Beeline,trz558@mail.ru
550095,Female,1981-10-12,1,37499571539,Beeline,uuj776@inbox.ru
550134,Female,1993-01-06,1,37499050369,Beeline,tbe268@mail.ru
550338,Male,1978-12-01,0,37499567454,Beeline,foi186@inbox.ru
550378,Male,1973-01-08,1,37477816106,VivacellMTS,tfh233@mail.ru
550548,Male,1987-10-29,1,37455286305,Ucom,sgd900@mail.ru
550921,Female,1966-12-02,0,37477491483,VivacellMTS,pzp359@inbox.ru
550961,Female,1979-08-29,1,37499125215,Beeline,pbf536@gmail.com
550987,Male,1980-01-21,1,37499735444,Beeline,jwx129@gmail.com
551034,Male,1980-11-23,1,37477237725,VivacellMTS,hdu927@mail.ru
551419,Female,1990-02-09,1,37477899618,VivacellMTS,qsu258@yandex.ru
551613,Female,1982-09-24,1,37477022718,VivacellMTS,rku519@gmail.com
551673,Male,1986-06-25,1,37477546929,VivacellMTS,vrd751@gmail.com
551785,Female,1982-10-23,1,37477072459,VivacellMTS,lil245@mail.ru
551884,Male,1982-02-16,1,37455451618,Ucom,nps180@list.ru
552122,Female,1987-12-09,1,37477608083,VivacellMTS,qea261@gmail.com
553135,Male,1992-04-06,1,37477650369,VivacellMTS,qlo526@gmail.com
553159,Male,1994-12-26,6,37477511141,VivacellMTS,huz845@mail.ru
553175,Male,1981-03-14,1,37455177310,Ucom,hfz494@yahoo.com
553184,Male,1995-08-26,0,37477579541,VivacellMTS,nvf624@mail.ru
553329,Male,1999-02-10,10,37477171813,VivacellMTS,oiy573@mail.ru
553338,Male,1996-01-24,1,37477328191,VivacellMTS,jwg254@gmail.com
553436,Male,1992-04-25,10,37455610016,Ucom,dzt858@gmail.com
553443,Male,1988-05-22,1,37477970410,VivacellMTS,unz365@gmail.com
553537,Female,1969-10-07,1,37477446524,VivacellMTS,sui845@gmail.com
553568,Male,1988-09-29,1,37477607442,VivacellMTS,bhw508@mail.ru
553608,Male,1985-06-13,1,37477837967,VivacellMTS,oil258@gmail.com
553663,Male,1996-01-30,11,37477797506,VivacellMTS,jbb640@mail.ru
553682,Male,1992-04-02,1,37477313841,VivacellMTS,igm180@inbox.ru
553819,Male,1962-03-09,1,37499502772,Beeline,bge275@mail.ru
553845,Female,1997-03-04,11,37455057222,Ucom,myf903@mail.ru
553906,Female,1973-09-19,1,37455703744,Ucom,txi854@mail.ru
553966,Female,1988-02-20,1,37455899462,Ucom,qia875@mail.ru
553969,Male,1996-08-05,1,37477841083,VivacellMTS,fcv537@mail.ru
554229,Male,1982-04-09,1,37499372827,Beeline,rrg906@gmail.com
554374,Male,1971-02-04,1,37499178491,Beeline,cqc592@yandex.ru
554424,Male,1961-10-10,0,37499337741,Beeline,wmc899@gmail.com
554507,Male,1985-03-16,0,37499160872,Beeline,yov373@mail.ru
554510,Male,1986-07-26,4,37455787046,Ucom,qqo740@inbox.ru
554576,Male,1998-07-13,1,37499968791,Beeline,uqs818@mail.ru
554593,Male,1988-03-22,1,37455581098,Ucom,kej854@gmail.com
554621,Female,1987-06-03,1,37455344540,Ucom,dva340@gmail.com
554686,Female,1995-06-22,1,37477746014,VivacellMTS,cpl888@bk.ru
554729,Male,1991-09-13,1,37455256401,Ucom,ehm280@gmail.com
554734,Female,1977-02-04,1,37499860637,Beeline,ehl743@gmail.com
554736,Male,1996-08-30,1,37477491599,VivacellMTS,zid640@mail.ru
554778,Male,1989-08-15,1,37477822547,VivacellMTS,plz814@mail.ru
554826,Male,1995-11-05,1,37499314894,Beeline,bsk732@mail.ru
554844,Male,1992-09-25,1,37477194099,VivacellMTS,eew620@gmail.com
554871,Male,1996-02-28,1,37455000718,Ucom,ycz756@gmail.com
554873,Female,1985-03-18,1,37477910032,VivacellMTS,fzj407@gmail.com
554876,Male,1986-05-10,1,37477610578,VivacellMTS,cyx913@list.ru
554921,Male,1989-08-12,1,37499934146,Beeline,yfq819@mail.ru
554931,Female,1965-08-17,0,37477173092,VivacellMTS,acs504@mail.ru
555000,Male,1992-01-25,1,37455825151,Ucom,edv795@mail.ru
555052,Male,1987-03-29,1,37499230621,Beeline,ovw962@yahoo.com
555085,Male,1979-11-05,1,37499730769,Beeline,zjn871@gmail.com
555164,Male,1995-08-03,0,37477851156,VivacellMTS,zps639@gmail.com
555214,Male,1996-02-04,1,37455189427,Ucom,uzm205@mail.ru
555219,Male,1994-07-01,1,37455296996,Ucom,hnz574@mail.ru
555242,Male,1988-10-24,9,37499058356,Beeline,cym448@mail.ru
555287,Female,1983-01-27,1,37477703698,VivacellMTS,sdv806@gmail.com
555335,Male,1979-11-26,1,37477065334,VivacellMTS,qrj643@mail.ru
555348,Female,1988-06-02,1,37477452726,VivacellMTS,myq756@yahoo.com
555499,Male,1981-05-06,5,37455655201,Ucom,ilu331@mail.ru
555513,Male,1993-05-03,10,37499220539,Beeline,sva768@mail.ru
555533,Male,1988-10-25,1,37477298085,VivacellMTS,vbc363@gmail.com
555553,Male,1987-07-22,10,37477861567,VivacellMTS,ors312@gmail.com
555564,Female,1990-12-08,1,37477044754,VivacellMTS,igz920@list.ru
555789,Male,1994-07-06,1,37477768551,VivacellMTS,twj663@gmail.com
555854,Male,1988-01-17,1,37477911441,VivacellMTS,egl581@icloud.com
555897,Male,1985-04-23,1,37477371868,VivacellMTS,hda696@mail.ru
555965,Male,1969-05-15,1,37499864862,Beeline,zdn597@gmail.com
556016,Male,1994-01-01,1,37477345800,VivacellMTS,gwi249@gmail.com
556027,Male,1976-01-20,1,37499865410,Beeline,vtu475@mail.ru
556149,Male,1989-01-12,1,37477107983,VivacellMTS,wxt901@mail.ru
556152,Male,1982-07-04,1,37499466905,Beeline,dbc778@yahoo.com
556356,Female,1990-08-18,1,37477423585,VivacellMTS,plr831@mail.ru
556400,Male,1993-09-09,1,37455928786,Ucom,lbz960@yahoo.com
556537,Female,1981-07-05,1,37455917282,Ucom,onz732@gmail.com
556606,Female,1976-09-02,1,37477624016,VivacellMTS,qji926@bk.ru
556627,Male,1990-01-07,1,37477435736,VivacellMTS,qnt346@gmail.com
556684,Female,1964-04-09,1,37499763559,Beeline,wav749@mail.ru
556710,Male,1984-03-04,1,37455329730,Ucom,ryf240@gmail.com
556919,Male,1986-08-08,1,37455291336,Ucom,caf976@yahoo.com
556951,Male,1985-11-23,6,37477974447,VivacellMTS,oor981@mail.ru
556996,Male,1984-12-03,1,37477776794,VivacellMTS,gkq734@gmail.com
557283,Male,1989-06-05,1,37477422800,VivacellMTS,qmp499@yandex.ru
557291,Male,1979-04-22,1,37477169358,VivacellMTS,pyl292@bk.ru
557305,Male,1970-08-27,1,37499060943,Beeline,lny806@mail.ru
557344,Female,1983-08-28,1,37455578986,Ucom,olx604@gmail.com
557842,Male,1965-12-30,0,37477903293,VivacellMTS,wna536@gmail.com
558197,Male,1988-02-13,6,37477223855,VivacellMTS,fry930@mail.ru
558263,Male,1987-10-13,9,37455151673,Ucom,tjo450@mail.ru
558357,Male,1980-01-28,1,37455478167,Ucom,vow564@gmail.com
559033,Female,1985-11-09,1,37477775313,VivacellMTS,ymi207@gmail.com
559059,Female,1998-04-16,1,37455340414,Ucom,osq724@gmail.com
559081,Male,1995-10-23,1,37455357111,Ucom,ueq832@mail.ru
559096,Female,1959-10-25,1,37455341617,Ucom,kwf773@gmail.com
559123,Male,1988-09-04,1,37455391352,Ucom,dyy142@icloud.com
559158,Male,1993-09-02,2,37477158854,VivacellMTS,xpc564@mail.ru
559191,Male,1977-03-01,4,37477774278,VivacellMTS,zdd111@internet.ru
559193,Female,1989-04-28,4,37477671207,VivacellMTS,qhe396@mail.ru
559208,Female,1975-08-29,1,37477349811,VivacellMTS,uvz651@mail.ru
559209,Female,1973-12-18,1,37455281327,Ucom,ilk669@gmail.com
559214,Male,1998-07-02,9,37477583456,VivacellMTS,vcm617@gmail.com
559217,Female,1992-09-25,1,37477990125,VivacellMTS,xxt440@gmail.com
559228,Male,1983-12-26,4,37477579386,VivacellMTS,xgn152@gmail.com
559229,Male,1991-04-30,1,37455989873,Ucom,tjw543@gmail.com
559238,Male,1990-11-28,1,37455046394,Ucom,vtq946@mail.ru
559241,Male,1991-10-23,0,37455297196,Ucom,zxb672@mail.ru
559248,Female,1976-11-06,1,37499553176,Beeline,vjt807@mail.ru
559249,Male,1980-10-29,1,37477709279,VivacellMTS,xwn570@mail.ru
559250,Male,1984-12-01,6,37477653075,VivacellMTS,udn934@gmail.com
559251,Male,1991-08-03,6,37477796315,VivacellMTS,fkk922@mail.ru
559261,Female,1993-10-06,4,37477693378,VivacellMTS,eir369@yandex.ru
559276,Male,1996-05-13,0,37499528871,Beeline,mth537@gmail.com
559278,Female,1990-08-21,1,37499460078,Beeline,uph939@mail.ru
559280,Male,1966-10-07,0,37477652144,VivacellMTS,cap487@mail.ru
559291,Male,1994-10-07,1,37477469833,VivacellMTS,wfn445@gmail.com
559301,Female,1985-09-18,8,37477657934,VivacellMTS,wcv747@gmail.com
559303,Female,1991-09-25,1,37477747332,VivacellMTS,qnf709@mail.ru
559307,Female,1972-04-03,6,37477852961,VivacellMTS,umx330@mail.ru
559308,Male,1996-12-26,1,37455394452,Ucom,xvl220@mail.ru
559318,Male,1993-04-17,6,37477018757,VivacellMTS,dfk512@gmail.com
559319,Male,1985-08-11,1,37477159720,VivacellMTS,fta732@gmail.com
559335,Male,1995-02-16,8,37477680661,VivacellMTS,uxn378@mail.ru
559342,Male,1997-09-30,1,37477086600,VivacellMTS,uon753@bk.ru
559365,Male,1983-07-28,1,37455017041,Ucom,yqv862@gmail.com
559368,Female,1991-09-06,1,37477572823,VivacellMTS,xrn634@gmail.com
559385,Male,1996-09-01,1,37477030524,VivacellMTS,ctm778@mail.ru
559437,Male,1977-09-09,1,37477219836,VivacellMTS,wfh739@mail.ru
559446,Female,1998-07-06,11,37477611496,VivacellMTS,qda639@gmail.com
559447,Female,1973-04-19,1,37477061891,VivacellMTS,saj284@gmail.com
559471,Female,1968-04-01,1,37455601348,Ucom,kmi808@gmail.com
559472,Male,1987-10-15,1,37455772906,Ucom,sqa592@mail.ru
559477,Female,1992-08-01,1,37499086269,Beeline,mld275@list.ru
559495,Female,1987-09-13,0,37477819534,VivacellMTS,qto476@gmail.com
559507,Male,1998-10-06,1,37477918822,VivacellMTS,tvv533@gmail.com
559511,Male,1994-09-13,1,37499266418,Beeline,nop642@gmail.com
559534,Female,1974-04-08,0,37477553564,VivacellMTS,lha936@gmail.com
559541,Female,1991-03-21,1,37477373113,VivacellMTS,dze279@mail.ru
559542,Female,1995-08-12,1,37477388688,VivacellMTS,lml301@mail.ru
559548,Male,1992-08-16,3,37477704189,VivacellMTS,xwi741@mail.ru
559550,Female,1995-08-18,1,37477877367,VivacellMTS,dni339@mail.ru
559567,Male,1998-06-01,11,37477485761,VivacellMTS,ldx482@mail.ru
559569,Male,1998-12-03,0,37477433402,VivacellMTS,qgy992@bk.ru
559604,Female,1989-02-17,1,37477335113,VivacellMTS,jyv845@mail.ru
559629,Male,1976-07-20,0,37477166765,VivacellMTS,mbs971@gmail.com
559646,Male,1989-09-09,4,37477904905,VivacellMTS,pky747@mail.ru
559651,Male,1985-08-07,7,37455443590,Ucom,mqd800@gmail.com
559664,Male,1992-11-12,7,37477262892,VivacellMTS,rib168@gmail.com
559683,Male,1970-05-06,6,37499378806,Beeline,vlf229@mail.ru
559685,Male,1986-08-03,9,37477241581,VivacellMTS,glx924@gmail.com
559709,Male,1977-07-22,1,37499463288,Beeline,plj562@gmail.com
559715,Male,1985-06-21,4,37455829545,Ucom,wnd942@mail.ru
559719,Female,1991-09-05,6,37477936862,VivacellMTS,hpm628@gmail.com
559735,Male,1981-12-01,8,37477457432,VivacellMTS,lxo364@yahoo.com
559751,Male,1999-05-24,1,37477973795,VivacellMTS,aeu427@mail.ru
559766,Female,1978-07-24,1,37455797304,Ucom,gjp563@yahoo.com
559769,Female,1984-03-14,1,37499281288,Beeline,tmh708@mail.ru
559779,Male,1991-11-07,0,37455441094,Ucom,ytr848@bk.ru
559788,Female,1986-11-24,3,37477425391,VivacellMTS,qsh639@gmail.com
559796,Male,1988-11-10,1,37455072153,Ucom,xco103@gmail.com
559803,Male,1989-04-03,0,37477973637,VivacellMTS,utu231@inbox.ru
559805,Male,1996-06-30,11,37477774602,VivacellMTS,esg781@internet.ru
559846,Male,1987-12-18,0,37455757147,Ucom,pme514@mail.ru
559854,Male,1976-06-01,1,37477579798,VivacellMTS,euk394@mail.ru
559855,Male,1995-01-01,3,37477801617,VivacellMTS,bxs479@mail.ru
559884,Male,1995-06-13,7,37477850564,VivacellMTS,nnc922@gmail.com
559894,Male,1995-07-05,10,37477081380,VivacellMTS,enx793@gmail.com
559895,Male,1990-12-12,11,37477756657,VivacellMTS,dok751@bk.ru
559896,Male,1989-05-28,2,37477035305,VivacellMTS,cim861@gmail.com
559930,Female,1992-10-06,1,37499099494,Beeline,ofi279@mail.ru
559997,Male,1989-10-05,3,37477143301,VivacellMTS,bji550@mail.ru
560002,Female,1997-02-23,1,37455600617,Ucom,ymd455@mail.ru
560026,Male,1995-05-24,2,37499115026,Beeline,pfu875@gmail.com
560048,Female,1971-12-14,1,37477066710,VivacellMTS,zjq793@gmail.com
560052,Male,1987-03-21,1,37477999870,VivacellMTS,vms290@mail.ru
560057,Female,1966-12-21,6,37477763790,VivacellMTS,wbd910@mail.ru
560084,Male,1990-12-24,1,37455730295,Ucom,yqg649@mail.ru
560099,Female,1997-08-05,6,37477376199,VivacellMTS,slm792@list.ru
560142,Male,1990-06-16,6,37455304452,Ucom,nqx729@gmail.com
560145,Female,1970-08-25,0,37477199279,VivacellMTS,qwq422@gmail.com
560148,Male,1988-11-08,1,37477225501,VivacellMTS,sbe326@mail.ru
560175,Male,1987-11-28,6,37477469538,VivacellMTS,nqg901@mail.ru
560182,Male,1994-09-07,1,37499534459,Beeline,tmi558@icloud.com
560183,Male,1987-12-18,0,37455474182,Ucom,fcx728@mail.ru
560195,Male,1984-08-23,1,37477948966,VivacellMTS,dko660@gmail.com
560207,Male,1994-08-22,1,37477243968,VivacellMTS,jki784@gmail.com
560208,Female,1969-09-22,1,37455129520,Ucom,tza759@mail.ru
560215,Female,1986-12-16,11,37477620878,VivacellMTS,ywi791@mail.ru
560226,Male,1999-05-15,11,37477029743,VivacellMTS,onk135@mail.ru
560229,Female,1976-09-18,1,37455642304,Ucom,sro531@mail.ru
560244,Male,1998-09-07,1,37499203354,Beeline,mtf523@bk.ru
560266,Male,1998-08-07,0,37455291230,Ucom,qrm330@mail.ru
560283,Female,1993-02-24,2,37477318080,VivacellMTS,suu492@gmail.com
560330,Male,1991-12-12,1,37455584275,Ucom,dbg650@mail.ru
560334,Male,1973-11-26,1,37455261521,Ucom,iay572@gmail.com
560353,Male,1988-06-28,1,37499506022,Beeline,maw249@icloud.com
560372,Male,1997-11-18,1,37477224321,VivacellMTS,ugd339@list.ru
560375,Male,1990-12-02,3,37455086075,Ucom,fsy565@mail.ru
560434,Male,1984-04-20,0,37477607570,VivacellMTS,vox728@gmail.com
560446,Male,1994-08-30,0,37455216882,Ucom,saa750@inbox.ru
560454,Female,1991-02-04,1,37455582750,Ucom,qtd278@gmail.com
560471,Male,1997-12-24,1,37477132883,VivacellMTS,zlh396@mail.ru
560493,Female,1970-12-06,1,37455161717,Ucom,ysr813@gmail.com
560496,Male,1998-07-14,1,37477933014,VivacellMTS,gyi435@gmail.com
560504,Female,1997-11-17,1,37477521682,VivacellMTS,uts983@gmail.com
560506,Female,1972-11-01,1,37477580914,VivacellMTS,qiq454@mail.ru
560512,Female,1971-10-20,1,37477877149,VivacellMTS,ckz279@gmail.com
560528,Female,1997-02-20,1,37477461111,VivacellMTS,cqh857@mail.ru
560537,Male,1995-05-22,8,37477747792,VivacellMTS,kou274@gmail.com
560540,Male,1991-10-04,1,37499541923,Beeline,mar872@mail.ru
560544,Male,1990-07-03,3,37477612034,VivacellMTS,ecc923@mail.ru
560546,Male,1996-08-10,10,37477206223,VivacellMTS,kwh410@gmail.com
560547,Male,1994-05-24,0,37477841149,VivacellMTS,nef716@mail.ru
560548,Male,1992-08-09,2,37477708011,VivacellMTS,kfo843@mail.ru
560559,Male,1981-08-16,1,37499709088,Beeline,ivl304@mail.ru
560560,Male,1996-06-21,1,37455335583,Ucom,zzf171@mail.ru
560567,Male,1981-01-27,1,37455929214,Ucom,hau983@iclod.com
560572,Male,1991-10-20,10,37477322203,VivacellMTS,mjs817@gmail.com
560576,Male,1998-10-18,0,37477146517,VivacellMTS,mez416@mail.ru
560581,Male,1977-04-07,8,37477309003,VivacellMTS,icq854@mail.ru
560600,Male,1992-07-14,1,37477810283,VivacellMTS,nbi481@mail.ru
560609,Female,1991-01-05,8,37477044683,VivacellMTS,atw549@gmail.com
560636,Male,1983-02-23,1,37477862828,VivacellMTS,xld178@mail.ru
560648,Male,1997-10-06,1,37499852455,Beeline,rrj599@gmail.com
560658,Male,1974-01-18,0,37499749041,Beeline,pah591@inbox.ru
560666,Male,1988-07-09,1,37499657581,Beeline,zwu107@mail.ru
560716,Male,1984-08-23,1,37499953481,Beeline,qij792@gmail.com
560717,Female,1982-01-11,1,37499910430,Beeline,pyp711@mail.ru
560718,Male,1996-12-10,11,37455614297,Ucom,jeo342@gmail.com
560719,Male,1990-05-24,1,37477063331,VivacellMTS,bvm952@mail.ru
560721,Male,1995-06-13,1,37455588377,Ucom,baw626@gmail.com
560749,Male,1992-03-28,1,37499849141,Beeline,dmp757@mail.ru
560753,Male,1988-01-14,6,37477614648,VivacellMTS,yyw472@gmail.com
560783,Male,1987-04-20,9,37477485686,VivacellMTS,vnk826@mail.ru
560790,Male,1994-12-12,1,37477262638,VivacellMTS,jsz776@mail.ru
560801,Male,1979-02-02,1,37455218442,Ucom,dvr233@mail.ru
560806,Male,1994-07-16,1,37477234603,VivacellMTS,rsw104@mail.ru
560821,Male,1991-01-14,1,37455662813,Ucom,cjx574@mail.ru
560833,Male,1987-12-02,1,37477001291,VivacellMTS,img772@gmail.com
560850,Male,1989-10-26,4,37499870602,Beeline,eyz434@mail.ru
560907,Male,1989-02-12,0,37477398875,VivacellMTS,nhu214@gmail.com
560916,Male,1990-06-06,1,37477648778,VivacellMTS,rxv261@mail.ru
560931,Male,1985-08-13,7,37499359324,Beeline,vuy304@mail.ru
560932,Female,1993-11-03,7,37455418062,Ucom,beb948@gmail.com
560938,Male,1995-04-29,1,37499095521,Beeline,kgc369@mail.ru
560948,Male,1994-09-27,1,37455475313,Ucom,inf932@mail.ru
560976,Male,1986-02-01,1,37455605730,Ucom,jya990@bk.ru
560998,Male,1993-11-09,7,37477674355,VivacellMTS,mns206@gmail.com
561001,Male,1991-07-03,1,37477162062,VivacellMTS,vun648@mail.ru
561008,Male,1973-05-21,1,37477641209,VivacellMTS,xil847@mail.ru
561019,Female,1987-04-21,3,37477459324,VivacellMTS,tta515@gmail.com
561031,Male,1990-09-28,9,37477055591,VivacellMTS,ohm877@gmail.com
561040,Male,1993-02-13,1,37477666048,VivacellMTS,rbl162@inbox.ru
561093,Male,1988-05-14,1,37499770097,Beeline,hsq986@mail.ru
561132,Male,1990-04-06,1,37477726455,VivacellMTS,nim572@mail.ru
561143,Male,1986-06-27,0,37477896121,VivacellMTS,nsm988@gmail.com
561144,Male,1994-08-25,7,37477476093,VivacellMTS,ytv306@gmail.com
561152,Male,1990-09-20,6,37477427114,VivacellMTS,nkm796@gmail.com
561153,Male,1996-05-29,1,37477654226,VivacellMTS,gvg968@icloud.com
561170,Male,1979-08-25,10,37477658785,VivacellMTS,zcx435@gmail.com
561176,Male,1991-10-04,10,37477555825,VivacellMTS,uji943@gmail.com
561205,Male,1993-01-04,1,37455645812,Ucom,djl450@gmail.com
561248,Female,1986-10-07,1,37477205293,VivacellMTS,vjx977@mail.ru
561249,Female,1984-12-17,6,37477375904,VivacellMTS,mwg611@mail.ru
561369,Male,1989-03-03,11,37477553832,VivacellMTS,kly158@gmail.com
561386,Male,1998-08-26,1,37477515356,VivacellMTS,qqc289@mail.ru
561396,Male,1994-11-02,2,37477921070,VivacellMTS,sto799@gmil.com
561450,Male,1994-02-12,12,37497239201,KharabakhTelecom,fnq351@gmail.com
561462,Male,1998-06-17,3,37477851702,VivacellMTS,uxy685@gmail.com
561505,Female,1989-11-09,1,37477155703,VivacellMTS,fuf795@mail.ru
561539,Male,1981-07-21,1,37499188955,Beeline,nyn291@gmail.com
561543,Female,1971-11-22,4,37477906309,VivacellMTS,lob444@bk.ru
561563,Female,1990-12-07,1,37477801017,VivacellMTS,aug796@gmail.com
561564,Male,1992-01-09,4,37455481369,Ucom,ddc610@mail.ru
561588,Female,1987-12-01,1,37477089493,VivacellMTS,ery239@mail.ru
561633,Female,1989-11-02,1,37499417682,Beeline,xzm332@mail.ru
561655,Female,1991-10-13,1,37499824524,Beeline,wvx746@mail.ru
561656,Male,1996-01-05,10,37477865630,VivacellMTS,jcd576@gmail.com
561665,Female,1970-10-28,1,37477279504,VivacellMTS,vae583@mail.ru
561679,Female,1995-08-30,0,37477142805,VivacellMTS,zhb567@mail.ru
561698,Male,1990-09-18,1,37477662613,VivacellMTS,ffz446@list.ru
